,Rank,Country,Player,Accuracy,Play Count,Performance,SS,S,A
15,1116,Peru,DanielaFanBoy,97.35%,"107,853","10,165",52,861,"1,254"
16,1117,Canada,Sarah,99.06%,"164,813","10,163","3,782","5,175","1,208"
17,1118,South Korea,Happy New Year,98.79%,"101,995","10,163",917,"2,812",257
18,1119,Italy,Kiirochii,98.40%,"80,552","10,162",47,613,932
19,1120,South Korea,Leaf,98.82%,"76,613","10,161",233,"3,190",628
20,1121,Russian Federation,Okinotori,98.93%,"116,198","10,161",440,"1,784","1,774"
21,1122,Japan,A5uka,97.85%,"196,356","10,157",39,"1,344","2,707"
22,1123,Chile,kanocchi,97.92%,"19,244","10,155",13,267,508
23,1124,Australia,Mavs,98.10%,"61,787","10,154",121,924,701
24,1125,Czech Republic,BLooDBuRSTiNG,98.27%,"110,825","10,154",56,926,"1,148"
25,1126,Russian Federation,KomachiBaka,98.86%,"186,521","10,153",51,"1,423","1,595"
26,1127,Saudi Arabia,Raydric,99.16%,"111,901","10,149",99,"1,467","1,364"
27,1128,United Kingdom,Jameslike,98.67%,"67,085","10,148",104,"1,753","1,128"
28,1129,Brazil,Stardust,99.33%,"100,124","10,148",168,"1,513","1,506"
29,1130,South Korea,[ ATChunG ],98.63%,"73,199","10,147",40,634,846
30,1131,South Korea,Piper,97.98%,"78,500","10,147",277,"1,240",927
31,1132,Sweden,Slizzer,97.22%,"100,092","10,145",128,"2,135","1,603"
32,1133,South Korea,harunaruna,98.74%,"130,694","10,145",136,"1,353",892
33,1134,Hong Kong,Loli_Schwi,98.53%,"107,921","10,144",309,"3,490","1,010"
34,1135,Colombia,Naylicia,97.26%,"35,506","10,144",12,430,835
35,1136,Ireland,LilyFlower,98.17%,"109,893","10,144",20,697,"1,530"
36,1137,South Korea,La Valse,98.61%,"61,314","10,141",366,"4,750",885
37,1138,Germany,Remyuu,99.15%,"75,657","10,141",896,"2,231","1,335"
38,1139,United States,Noname0,99.11%,"78,431","10,141",127,"1,425","1,752"
39,1140,United Kingdom,Cla,98.53%,"82,158","10,139",3,424,"1,544"
40,1141,United States,NinjaFish,98.65%,"141,330","10,136",47,657,"2,461"
41,1142,Poland,Diamux,97.19%,"32,661","10,135",192,872,674
42,1143,Finland,Ataraksia,97.75%,"92,968","10,134",787,"3,087","3,352"
43,1144,Australia,ninjavision2749,97.22%,"82,011","10,133",22,576,446
44,1145,Austria,Elscar,99.31%,"133,725","10,133",539,"1,382",353
45,1146,France,Ganondorf 2,98.31%,"101,541","10,128",208,967,"1,653"
46,1147,South Korea,neon sign-,94.79%,"43,647","10,128",21,460,844
47,1148,Russian Federation,omabrirdu,98.03%,"209,026","10,126",12,327,"1,290"
48,1149,South Korea,EFFECTOW,96.72%,"21,911","10,125",7,389,350
49,1150,United States,HoanS,96.45%,"76,707","10,121",16,280,369
0,1151,Austria,Alparabel,97.62%,"156,187","10,120",19,730,989
1,1152,Australia,Stylez521,98.10%,"25,762","10,119",75,595,"1,117"
2,1153,Taiwan,Koalazy,97.44%,"134,169","10,119",375,"2,853",944
3,1154,United States,Solar722,94.60%,"35,338","10,118",41,527,595
4,1155,Denmark,RasmusCactus,98.86%,"72,956","10,117",306,"1,538","1,055"
5,1156,Denmark,My Aim Zogs,99.37%,"162,149","10,116",123,"1,150","1,549"
6,1157,Poland,KaczkaLodowka,98.93%,"111,438","10,115","3,312","1,180",847
7,1158,South Korea,Petit,99.02%,"63,901","10,113",58,979,"1,402"
8,1159,Hong Kong,Muji,97.23%,"27,364","10,112",34,294,423
9,1160,United States,NekomataOkayu,97.01%,"42,418","10,112",44,582,"1,126"
10,1161,United States,Jxrdan,99.21%,"132,282","10,112",167,"1,498",711
11,1162,Poland,BMG_,98.26%,"104,425","10,111",334,"1,484","1,712"
12,1163,Lithuania,Hera_,96.00%,"48,831","10,106",18,373,366
13,1164,Russian Federation,mindblock,98.80%,"97,456","10,106",324,"1,304","1,436"
14,1165,Turkey,[-Shadowa-],96.89%,"11,883","10,104",18,160,166
15,1166,United States,revoh,98.70%,"81,164","10,104",41,722,"1,260"
16,1167,South Korea,NNAisle,98.32%,"65,818","10,102",30,618,972
17,1168,Australia,Lunirs,96.06%,"75,301","10,101",19,783,"1,260"
18,1169,Poland,AmaiHachimitsu,98.94%,"228,427","10,101",104,"1,805",758
19,1170,United States,i hate osu,96.82%,"85,879","10,101",14,508,849
20,1171,Germany,Asunamaru,99.10%,"101,979","10,100",90,"1,373","1,252"
21,1172,Hungary,defiike,97.29%,"111,610","10,097",55,925,"1,275"
22,1173,Israel,Galog,98.02%,"74,233","10,097",23,"1,000","1,284"
23,1174,Philippines,Zyxus,96.82%,"113,142","10,096",11,491,755
24,1175,Russian Federation,Insanity7,99.31%,"77,566","10,095",22,684,"1,438"
25,1176,China,davidqu2,98.67%,"135,674","10,094",76,"2,302","2,173"
26,1177,Norway,Warrock,99.12%,"118,555","10,094",450,"2,237","2,483"
27,1178,Sweden,--w--,98.09%,"85,379","10,093",13,723,"2,083"
28,1179,France,Azzira,96.52%,"94,652","10,093",38,"1,093","2,024"
29,1180,France,WhiteWariorWolf,98.07%,"101,212","10,092",1,150,456
30,1181,Mongolia,seegii,99.01%,"99,725","10,088",342,"2,455","2,004"
31,1182,United States,Gurl,91.78%,"108,916","10,079",2,241,493
32,1183,Philippines,Karlenzo15,99.18%,"33,056","10,079",18,258,589
33,1184,Germany,Hexishu,98.12%,"33,545","10,079",28,551,721
34,1185,South Korea,Nelitoru,99.10%,"49,852","10,077",68,"1,015",864
35,1186,China,Dsan,99.14%,"163,334","10,076",942,"4,649","1,511"
36,1187,Germany,-Inyafaze-,97.72%,"94,201","10,076",54,757,776
37,1188,United States,Spev,99.15%,"136,564","10,075",552,"1,646","1,990"
38,1189,Taiwan,willy0214,98.72%,"123,755","10,075",44,349,633
39,1190,Russian Federation,Sakura_,99.17%,"126,799","10,075",232,"1,433","1,856"
40,1191,Poland,TheReviee,96.79%,"47,799","10,075",54,446,929
41,1192,United States,[ Dade ],98.15%,"62,577","10,074",136,"1,223","1,037"
42,1193,Poland,browiec,98.11%,"82,036","10,074",56,775,741
43,1194,Argentina,Arua,98.43%,"128,511","10,073",76,930,630
44,1195,Chile,NO37,99.30%,"122,576","10,071","1,082","1,153","1,691"
45,1196,United States,Levantus,98.13%,"27,345","10,071",15,432,165
46,1197,Germany,Kido-Desu,98.00%,"169,802","10,071",15,583,919
47,1198,United States,Prch,97.27%,"51,139","10,064",21,266,956
48,1199,Russian Federation,McKenny,98.37%,"100,736","10,060",38,526,993
49,1200,United States,-Electro-,98.99%,"75,162","10,060",864,"1,352","1,227"
0,1201,United States,Kakaronii,97.57%,"67,233","10,058",10,282,620
1,1202,New Zealand,Ekoms,98.62%,"92,135","10,058",14,181,575
2,1203,United Kingdom,Spook,98.13%,"163,459","10,057",157,"1,459","2,267"
3,1204,Chile,Eunha,96.71%,"132,042","10,057",91,"1,120",935
4,1205,United States,Kitichu,98.63%,"92,940","10,056",51,"1,231",887
5,1206,Russian Federation,Kuman,97.64%,"180,435","10,056",67,767,755
6,1207,United States,1103,96.22%,"130,906","10,055",94,"1,271","2,352"
7,1208,South Korea,5252,98.38%,"152,315","10,053",42,"2,371","2,938"
8,1209,Poland,KLAKSON,98.41%,"121,112","10,052",38,"1,197","1,573"
9,1210,Singapore,Minecraft God,98.45%,"84,021","10,048",42,590,"1,088"
10,1211,Hungary,csaba21123,97.77%,"68,286","10,048",67,902,891
11,1212,Russian Federation,wwsou,97.23%,"90,288","10,048",133,"1,965",900
12,1213,Finland,isokasapupuja,98.75%,"125,750","10,048",147,"1,495",938
13,1214,Brazil,Flor,97.35%,"33,583","10,047",9,99,312
14,1215,Brazil,heefuuhmii,98.63%,"81,441","10,044",39,863,843
15,1216,Poland,Wimsy,97.87%,"95,962","10,043",57,907,"1,327"
16,1217,United States,Cecelia,99.70%,"109,107","10,042",311,"1,039","1,632"
17,1218,Belgium,Hanori,99.10%,"82,360","10,041",231,"2,503","1,895"
18,1219,Russian Federation,fukushima,97.03%,"31,302","10,039",18,452,938
19,1220,Switzerland,Niven,99.19%,"50,000","10,036",167,844,"1,277"
20,1221,South Korea,Kittsune,99.10%,"66,481","10,033",69,"1,986","1,898"
21,1222,Russian Federation,neko ds,98.41%,"136,203","10,032",60,"1,113","1,655"
22,1223,Ukraine,Ponyawka,98.60%,"146,432","10,032",103,"1,851","2,622"
23,1224,United States,BakaChiChi,98.88%,"67,189","10,032",621,"1,584",560
24,1225,United States,Kamykazi,98.77%,"145,578","10,032",11,271,519
25,1226,United States,Karingeuwu,97.90%,"19,462","10,031",14,480,339
26,1227,China,Dragons,97.12%,"73,772","10,030",35,"1,029","1,145"
27,1228,Japan,Ruhe07_,98.33%,"132,066","10,030",53,957,"2,035"
28,1229,Canada,Eddie-,98.60%,"26,306","10,029",55,297,448
29,1230,Poland,-dead-,98.75%,"71,585","10,028",31,779,"1,426"
30,1231,Vietnam,HNT,96.49%,"75,748","10,028",67,998,915
31,1232,Japan,Saix,99.23%,"63,071","10,026",99,"1,244",84
32,1233,Mexico,Flameshock,99.48%,"85,364","10,026","1,019","3,501","1,257"
33,1234,South Korea,Cream,98.28%,"153,261","10,024",308,"2,100","1,978"
34,1235,Brazil,Shanghai,96.51%,"34,598","10,023",24,330,402
35,1236,United States,Puppet,98.92%,"81,840","10,019",141,"1,112","1,901"
36,1237,United States,Zyph,98.26%,"63,734","10,018",100,955,"1,260"
37,1238,France,Oxia,99.05%,"101,117","10,018",193,"2,171","2,716"
38,1239,Singapore,SupremeChaoss,98.73%,"113,739","10,016",70,"1,134","1,308"
39,1240,Philippines,konawiki,99.13%,"124,109","10,015",68,"1,088",507
40,1241,United Kingdom,helix,99.42%,"160,029","10,015","2,179","2,922","1,654"
41,1242,Russian Federation,MaJluHa,97.22%,"14,725","10,012",19,218,288
42,1243,Belgium,DenObscure,98.49%,"124,561","10,012",145,"2,142","1,247"
43,1244,South Korea,zzx,95.70%,"74,937","10,010",45,485,475
44,1245,United States,oraaanges,98.64%,"78,724","10,009",173,"1,859","2,207"
45,1246,South Korea,Penoreri-,98.92%,"75,685","10,009",36,"1,285","1,154"
46,1247,Malaysia,mikeybx,98.18%,"35,217","10,009",41,157,466
47,1248,Japan,rollpan,98.05%,"62,806","10,009",60,"1,136","1,247"
48,1249,United States,ruyunata,99.17%,"83,415","10,005",35,"1,022","2,656"
49,1250,Turkey,CutieDemon,99.22%,"53,157","10,005",61,961,608
0,1251,Cambodia,Burgerami,94.38%,"95,353","10,003",147,503,367
1,1252,Russian Federation,okinara,98.29%,"15,627","10,002",95,504,372
2,1253,New Zealand,Andyzhou210,98.03%,"100,652","9,999",51,769,"1,864"
3,1254,Slovenia,Fixr,99.34%,"116,196","9,999",77,"2,232","3,294"
4,1255,France,Chachi,96.52%,"42,013","9,994",27,530,"1,005"
5,1256,France,Pyrocks,99.19%,"109,357","9,993",130,"1,378","1,112"
6,1257,Israel,DeMSKii,98.33%,"52,827","9,990",41,236,193
7,1258,Netherlands,Cerillion,98.04%,"184,249","9,989",50,"1,266",973
8,1259,Malaysia,NOOB1200,98.47%,"76,216","9,989",6,484,"1,443"
9,1260,Taiwan,Shiina Noriko,98.58%,"50,152","9,989",116,"1,691","1,170"
10,1261,United States,ponpar,99.26%,"79,917","9,989",179,"1,647","1,502"
11,1262,Norway,-GN,97.82%,"143,206","9,988",149,"1,475",911
12,1263,France,Scroof,97.26%,"88,993","9,988",22,492,515
13,1264,Australia,Applett,95.29%,"62,257","9,987",23,358,386
14,1265,Taiwan,EthanTC,99.16%,"67,795","9,986",60,644,"1,402"
15,1266,Norway,gilmat,99.33%,"119,996","9,986",340,"1,822","2,420"
16,1267,United States,Leotic,98.44%,"80,618","9,986",226,"4,239","2,609"
17,1268,Argentina,Maqua,98.40%,"147,721","9,983",97,"1,518","1,553"
18,1269,South Korea,[KR] Namwogi,97.20%,"32,625","9,981",67,809,709
19,1270,Netherlands,CosmicWolf,98.62%,"49,095","9,977",74,"1,339","1,734"
20,1271,United States,aba,97.13%,"49,179","9,975",7,348,789
21,1272,United States,The Monk,97.48%,"76,718","9,975",59,403,744
22,1273,Taiwan,- Kataomoi -,99.31%,"130,899","9,975",169,"2,830","2,508"
23,1274,United Kingdom,Tutroise,96.47%,"15,439","9,974",16,359,172
24,1275,United States,ChillierPear,99.29%,"56,115","9,973",271,"1,356","1,867"
25,1276,Germany,still bummed,98.68%,"83,264","9,970",168,"1,956",409
26,1277,Bulgaria,Ted,99.36%,"69,039","9,968",138,"1,009","1,809"
27,1278,United States,Willo,97.10%,"68,146","9,965",38,685,"1,016"
28,1279,Hong Kong,Impel,98.55%,"75,012","9,958",29,"1,280","1,398"
29,1280,United States,Not A Function,99.30%,"93,847","9,957",192,"1,261",752
30,1281,New Zealand,Feyyy,99.04%,"114,287","9,956",55,"1,436","1,992"
31,1282,Taiwan,little Agile,99.50%,"115,241","9,956","1,428","4,595","1,161"
32,1283,Canada,SKELETAL FIEND,99.03%,"192,156","9,955",122,961,"1,939"
33,1284,United States,Samson,96.52%,"46,084","9,955",40,551,445
34,1285,France,DoubleShotEZ,96.67%,"59,802","9,954",23,684,743
35,1286,Denmark,Zakura Junior,97.79%,"41,361","9,951",23,532,719
36,1287,Bulgaria,hlanden,99.15%,"171,984","9,951",283,"1,843","2,523"
37,1288,Philippines,Hecs,97.13%,"72,450","9,951",45,654,945
38,1289,United States,Bloodworm,97.46%,"49,365","9,948",13,340,355
39,1290,Argentina,zxeroxz,98.37%,"97,891","9,945",75,"1,054","1,192"
40,1291,United States,Asion,98.82%,"115,705","9,944",170,"1,777","1,647"
41,1292,Finland,Twiggeryy,98.81%,"254,689","9,940",988,"4,385","3,739"
42,1293,Russian Federation,Ar1s3,97.24%,"39,601","9,940",6,187,432
43,1294,United States,big tit,99.31%,"89,442","9,938",238,"1,053",573
44,1295,United States,incredi,98.04%,"68,853","9,935",11,272,615
45,1296,Vietnam,Juuichi,97.00%,"23,116","9,935",2,109,938
46,1297,Guadeloupe,Minil,97.26%,"69,774","9,928",40,563,492
47,1298,Chile,[- J u l i e -],96.85%,"79,365","9,927",20,495,"1,129"
48,1299,Netherlands,Yura Rin,99.06%,"97,025","9,926",675,"2,200",879
49,1300,United States,Lua,98.71%,"158,131","9,919",4,645,"1,640"
0,1301,Finland,Seb1,98.67%,"23,651","9,919",23,296,568
1,1302,Australia,Aroph,95.97%,"49,392","9,916",232,622,609
2,1303,Finland,Dragonmob,96.14%,"55,745","9,916",12,403,919
3,1304,United States,KotobukiTsumugi,98.95%,"110,501","9,915",136,"1,144",549
4,1305,Brazil,tecnosh gordao,98.31%,"92,376","9,913",26,670,"1,058"
5,1306,Japan,schlafen,99.08%,"157,348","9,912",378,"1,959","1,560"
6,1307,France,Mooha,99.59%,"75,808","9,912",573,"1,771",168
7,1308,Australia,[ ZhengS ],97.82%,"155,537","9,908",33,"1,288",905
8,1309,Canada,KingOKarma,98.92%,"92,830","9,908",31,612,968
9,1310,Japan,-Yumu-,97.74%,"85,843","9,905",8,215,708
10,1311,Italy,TheBlueEight,98.33%,"107,365","9,904",157,"1,310","2,097"
11,1312,Argentina,Zaqlev,98.36%,"200,719","9,903",91,713,"1,913"
12,1313,Poland,Belfast-chan,99.09%,"101,833","9,901",49,"1,676","2,866"
13,1314,Germany,ReexFX,98.82%,"68,644","9,900",153,"1,232","1,124"
14,1315,Sweden,Villdjack,99.30%,"103,508","9,899",274,"3,685","1,848"
15,1316,Uruguay,Snepif,99.30%,"157,940","9,897",144,"1,914","1,003"
16,1317,Poland,GunOfGaming,98.66%,"89,414","9,896",114,"1,473","3,037"
17,1318,Germany,Im bad at osu,97.60%,"68,953","9,896",92,961,"1,410"
18,1319,United States,The Spectre,98.63%,"46,258","9,895",37,682,"1,064"
19,1320,United States,DeadZoNeD,96.58%,"139,249","9,893",235,"4,096","2,694"
20,1321,United States,-Rosen,98.84%,"153,967","9,890",244,720,"2,295"
21,1322,Vietnam,kiethao,97.68%,"85,530","9,888",31,603,"1,259"
22,1323,Netherlands,FurryShota,96.13%,"70,699","9,886",33,601,867
23,1324,Russian Federation,z0mbir,99.20%,"143,544","9,886","1,020","2,045","1,443"
24,1325,Estonia,yasuha,98.49%,"32,433","9,885",25,792,"1,004"
25,1326,France,Mitchi,99.36%,"77,967","9,885",177,"1,561",953
26,1327,Hong Kong,Hicool,99.04%,"105,909","9,885",151,"1,268",843
27,1328,Philippines,Fzechen,98.83%,"144,259","9,882",27,507,911
28,1329,Malaysia,KoalaNML,98.72%,"93,445","9,882",85,484,715
29,1330,Germany,maxee,98.29%,"8,753","9,882",22,222,464
30,1331,Russian Federation,Verneo,98.84%,"88,801","9,880",93,"1,136","1,259"
31,1332,United States,kimchii42,99.02%,"42,477","9,878",48,628,755
32,1333,Indonesia,Agouka,97.65%,"69,002","9,878",41,724,"1,038"
33,1334,South Korea,T__T,97.90%,"84,168","9,876",76,576,685
34,1335,Russian Federation,Leva_Russian,97.27%,"1,751","9,875",0,29,110
35,1336,Brazil,Last Sonata,96.84%,"77,403","9,874",31,608,881
36,1337,United States,Ritzeh,99.14%,"87,865","9,874",155,"1,789",909
37,1338,United States,Mqte,96.75%,"42,451","9,874",54,595,"1,018"
38,1339,Poland,bobiak,99.04%,"112,263","9,873",83,678,423
39,1340,United States,vekt0r,97.69%,"63,963","9,872",39,536,"1,173"
40,1341,Norway,Pinguinzi,98.36%,"108,534","9,870",10,626,"1,162"
41,1342,Russian Federation,K1r1,98.39%,"59,287","9,870",20,468,"1,953"
42,1343,South Korea,THANK OSU,97.57%,"41,675","9,868",16,494,811
43,1344,Japan,Brashbrave,97.34%,"25,102","9,867",36,489,340
44,1345,Bulgaria,- Frane-,98.29%,"82,120","9,867",58,946,"1,929"
45,1346,Australia,Windshear,99.60%,"98,748","9,867",159,"1,852","2,120"
46,1347,Germany,Tobu,98.76%,"141,057","9,866",69,"2,185","1,423"
47,1348,United States,Bowedbird,92.14%,"123,750","9,862",7,382,"1,497"
48,1349,United States,Matrix,94.87%,"152,212","9,862",26,730,"1,298"
49,1350,United States,R Y A N,99.45%,"107,831","9,857",153,"1,789","2,463"
0,1351,Norway,CatBagasm,96.11%,"69,213","9,856",83,"1,440",543
1,1352,Australia,r1zu,99.05%,"44,482","9,856",63,"1,079","1,326"
2,1353,Japan,Minato3,94.96%,"185,821","9,855",170,"1,100","1,543"
3,1354,United States,[Juan],97.41%,"92,517","9,854",169,"1,418","1,038"
4,1355,Belgium,KyZzo,99.34%,"72,542","9,854",73,"1,202","1,298"
5,1356,Taiwan,9ami,98.04%,"132,917","9,853",69,"1,467","2,048"
6,1357,Australia,_Nut,98.22%,"69,795","9,851",253,"1,291",567
7,1358,Canada,DivineRose,99.49%,"69,456","9,851",99,"1,234","2,019"
8,1359,United States,Sawada,97.05%,"125,101","9,851",48,779,"1,006"
9,1360,United States,DevilsNeverCry,99.59%,"128,677","9,850",230,"1,629","1,279"
10,1361,Norway,Sebu,97.61%,"237,183","9,845",60,"1,391",965
11,1362,Australia,ahmad,99.22%,"74,768","9,844",113,"1,001","2,469"
12,1363,Belgium,0w0raiZen,99.08%,"48,696","9,844",45,497,"1,789"
13,1364,Finland,Jukka,98.66%,"65,606","9,843",40,411,451
14,1365,Japan,Tetla,98.50%,"156,186","9,843",758,"2,077",543
15,1366,Germany,Nashiro-,98.31%,"102,103","9,841",96,927,"1,134"
16,1367,United States,xl Nyan caxX lx,98.93%,"156,687","9,839",87,"1,401","1,563"
17,1368,United Kingdom,Senetix,99.19%,"174,947","9,838",191,"1,553",755
18,1369,United States,Pikachu7822osu,99.34%,"52,669","9,837",120,"1,936","2,099"
19,1370,Switzerland,Akani,98.66%,"122,481","9,835",266,"1,867",956
20,1371,Germany,SyoZohma,99.12%,"70,397","9,835",84,"1,356","1,642"
21,1372,Germany,Sakurauchi Riko,98.95%,"151,086","9,832",230,"2,289","1,579"
22,1373,Finland,Freezei,98.20%,"110,153","9,828",24,695,"1,237"
23,1374,Thailand,Deppyforce,98.41%,"83,493","9,826",132,"1,842",749
24,1375,Taiwan,[ Erina ],96.91%,"138,544","9,825",111,"2,825","1,511"
25,1376,Vietnam,Hoaq,98.74%,"53,173","9,822",34,865,"1,046"
26,1377,South Korea,Enon,99.07%,"122,627","9,821",241,"2,002","1,324"
27,1378,Greece,Tsokoz,99.25%,"164,906","9,818",445,"1,564","1,596"
28,1379,Finland,Possu,96.08%,"116,031","9,817",161,761,"1,005"
29,1380,Russian Federation,Sharfik,98.33%,"88,040","9,816",235,"1,962","1,759"
30,1381,Australia,Chal,97.53%,"85,080","9,814",13,"1,069","1,604"
31,1382,Germany,TobiGH3,97.61%,"56,826","9,813",50,938,783
32,1383,Japan,Sinch,98.92%,"100,324","9,813",574,"4,031",694
33,1384,Finland,Zralf,99.16%,"94,826","9,807",28,960,618
34,1385,Russian Federation,Reimedd,98.04%,"111,333","9,806",18,547,"1,100"
35,1386,Estonia,cedru,97.34%,"54,484","9,806",18,274,293
36,1387,Russian Federation,randomizer89,98.44%,"296,549","9,804",408,"5,719","3,516"
37,1388,United Kingdom,Slips,98.87%,"77,795","9,803",124,"1,365","1,105"
38,1389,Germany,Willi,98.17%,"57,532","9,801",320,"2,523","1,849"
39,1390,United States,IcyBoat,98.46%,"60,649","9,800",45,338,402
40,1391,Egypt,Alfonso,98.53%,"99,015","9,800",73,654,"1,320"
41,1392,Poland,BULD,98.23%,"78,456","9,800",25,518,697
42,1393,United States,AnkBlank,97.90%,"90,493","9,795",31,570,878
43,1394,Israel,-Mikeyy,97.20%,"67,054","9,794",13,279,678
44,1395,United States,Jonz,94.94%,"67,588","9,793",15,449,334
45,1396,Poland,Asunasike,95.33%,"55,346","9,792",15,688,647
46,1397,Chile,-Mirai-,98.44%,"78,691","9,791",34,593,"1,011"
47,1398,United States,mode,98.91%,"111,983","9,790",117,689,"1,363"
48,1399,United States,stackerjoe,98.69%,"89,958","9,789","1,132","1,872","1,261"
49,1400,Germany,i_like_farming,98.18%,"53,131","9,789",33,513,786
0,1401,United States,[-Sekkusu-],97.42%,"18,435","9,785",29,317,961
1,1402,China,Sugiura Kanata,98.87%,"80,781","9,784",250,"1,769",779
2,1403,Canada,nanawo,98.00%,"126,833","9,783",68,468,"1,123"
3,1404,United States,Grappoz,98.58%,"65,057","9,782",41,592,726
4,1405,Australia,Doginator,97.92%,"89,208","9,781",74,817,932
5,1406,Japan,CaikeDehs,97.26%,"70,719","9,781",29,"1,264","1,141"
6,1407,Mexico,WardoX,96.70%,"81,526","9,779",71,"1,703","1,609"
7,1408,Russian Federation,Pumbossable,98.31%,"114,425","9,778",44,"1,060",786
8,1409,South Korea,eoehd1ek,98.22%,"87,553","9,776",312,"2,089",735
9,1410,Germany,combi,95.09%,"24,460","9,776",4,148,245
10,1411,United States,Yuza,99.18%,"82,550","9,775",62,"1,156",810
11,1412,Japan,Aristhena,97.15%,"53,548","9,775",3,578,541
12,1413,Saudi Arabia,Zesdash,97.80%,"52,011","9,774",17,370,300
13,1414,Russian Federation,kuyusu,98.66%,"51,792","9,772",30,608,649
14,1415,Sweden,Chronomarly,99.10%,"113,458","9,772",261,956,499
15,1416,China,Kuuki ToRa,98.66%,"75,942","9,771",81,"1,191",524
16,1417,United Kingdom,Summer Solstice,99.26%,"122,579","9,770",88,"1,298","1,333"
17,1418,Finland,Foqua,95.83%,"161,108","9,767",20,467,425
18,1419,Ukraine,MarkGS,96.47%,"58,514","9,764",12,507,834
19,1420,Russian Federation,-AndzeN Desu-,97.57%,"165,522","9,763",58,954,"1,348"
